Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Market Masters,Episode 17,79.67,Business,79.94,Monday,Afternoon,,0,Negative,44.65772077
Market Masters,Episode 9,61.66,Business,40.03,Sunday,Morning,59.46,1,Negative,56.86231341
True Crime Stories,Episode 40,92.71,True Crime,61.75,Friday,Morning,53.87,2,Positive,87.52829107
Digital Digest,Episode 16,93.61,Technology,95.38,Friday,Afternoon,88.58,0,Positive,79.99323788
Business Briefs,Episode 66,54.98,Business,28.65,Saturday,Night,1.39,3,Neutral,30.08271182
Sound Waves,Episode 88,50.99,Music,78.27,Thursday,Evening,94.47,1,Neutral,29.88916144
Joke Junction,Episode 5,87.13,Comedy,73.42,Sunday,Evening,32,1,Positive,77.0847417
Style Guide,Episode 28,89.75,Lifestyle,44.96,Sunday,Morning,45.84,2,Positive,70.23998573
Brain Boost,Episode 23,54.33,Education,21.11,Thursday,Evening,75.55,1,Positive,24.35982523
Health Hour,Episode 57,,Health,25.47,Friday,Evening,35.29,0,Negative,32.19593539
Daily Digest,Episode 95,89.66,News,46.8,Wednesday,Evening,58.36,3,Positive,85.10017703
Game Day,Episode 46,56.15,Sports,45.02,Monday,Night,97.08,3,Neutral,41.86481632
Wellness Wave,Episode 36,,Health,77.07,Saturday,Morning,14.64,2,Negative,43.55549026
Comedy Corner,Episode 30,99.69,Comedy,81.27,Thursday,Evening,73.55,1,Positive,65.54420297
Daily Digest,Episode 95,94.03,News,32.55,Friday,Night,75.99,2,Negative,45.27694613
Mystery Matters,Episode 43,77.41,True Crime,59.63,Wednesday,Evening,89.74,3,Neutral,53.76973386
Fashion Forward,Episode 21,36.34,Lifestyle,48.27,Sunday,Morning,94.21,2,Negative,11.02968565
True Crime Stories,Episode 92,37.74,True Crime,81.65,Tuesday,Morning,65.67,2,Negative,
Digital Digest,Episode 77,113.87,Technology,37.65,Monday,Morning,,2,Negative,
Funny Folks,Episode 74,75.2,Comedy,32.4,Thursday,Afternoon,,2,Negative,51.06966229
Current Affairs,Episode 54,60.49,News,28.92,Saturday,Evening,53.39,3,Positive,40.38676339
Laugh Line,Episode 100,38.8,Comedy,36.34,Monday,Night,79.35,1,Positive,24.59366363
Melody Mix,Episode 31,,Music,87.63,Sunday,Evening,9.54,3,Positive,74.52532387
Global News,Episode 37,54.23,News,25.52,Tuesday,Morning,39.18,1,Neutral,
Tech Talks,Episode 44,69.33,Technology,37.18,Saturday,Morning,36.06,0,Negative,59.38276093
Comedy Corner,Episode 45,47.72,Comedy,74.88,Wednesday,Night,21.49,1,Positive,38.26203822
Sound Waves,Episode 67,60.38,Music,22.34,Wednesday,Evening,33.9,2,Neutral,40.51545598
World Watch,Episode 41,21.54,News,31.54,Wednesday,Night,91.2,1,Negative,2.077157332
Health Hour,Episode 15,71.9,Health,83.12,Monday,Afternoon,,1,Negative,48.9232107
News Roundup,Episode 23,10.2,News,80.02,Wednesday,Afternoon,59.18,0,Neutral,10.2
Music Matters,Episode 60,55.27,Music,69.77,Saturday,Morning,66.19,0,Neutral,47.13736977
Mystery Matters,Episode 64,105.99,True Crime,77.34,Saturday,Night,43.28,3,Positive,61.33187013
Business Briefs,Episode 46,103.36,Business,34.69,Wednesday,Afternoon,29,1,Negative,
Finance Focus,Episode 24,108.61,Business,78.36,Friday,Evening,33.72,2,Positive,90.35624481
Tech Trends,Episode 89,28.28,Technology,95.03,Wednesday,Night,14.01,0,Negative,
Healthy Living,Episode 38,89.62,Health,83.35,Saturday,Morning,48.18,2,Negative,62.27529562
Lifestyle Lounge,Episode 84,24.91,Lifestyle,74.11,Wednesday,Evening,66.53,2,Negative,18.52973961
Sound Waves,Episode 70,22.93,Music,55.2,Wednesday,Night,89.89,0,Neutral,21.17608795
Sports Weekly,Episode 67,8.14,Sports,47.14,Tuesday,Morning,6.33,2,Neutral,8.14
Current Affairs,Episode 45,8.42,News,60.08,Thursday,Afternoon,84.5,3,Positive,2.435952716
Tech Talks,Episode 84,93.56,Technology,34.27,Wednesday,Evening,31.01,0,Positive,92.24199369
Current Affairs,Episode 20,,News,49.02,Wednesday,Afternoon,40.76,1,Negative,69.78738693
Joke Junction,Episode 24,102.6,Comedy,36.53,Saturday,Afternoon,81.27,2,Positive,64.92452851
Finance Focus,Episode 11,109.93,Business,86.13,Monday,Afternoon,99.62,2,Neutral,91.84556923
Educational Nuggets,Episode 34,47.56,Education,36.69,Saturday,Morning,11.53,0,Neutral,
Fitness First,Episode 4,48.3,Health,30.68,Saturday,Night,86.06,2,Negative,
Digital Digest,Episode 70,52,Technology,90.95,Thursday,Night,71.34,2,Positive,21.87063334
Life Lessons,Episode 45,,Lifestyle,77.43,Saturday,Night,78.89,1,Positive,28.63608364
True Crime Stories,Episode 27,88.46,True Crime,52.6,Sunday,Afternoon,66.49,0,Neutral,
Comedy Corner,Episode 94,35.66,Comedy,88.36,Tuesday,Evening,19.52,1,Negative,24.35465905
Tech Trends,Episode 30,61.12,Technology,66.81,Friday,Morning,45.71,0,Neutral,
Tech Talks,Episode 89,73.71,Technology,64.81,Thursday,Evening,11.42,3,Positive,39.05575039
Health Hour,Episode 14,,Health,22.5,Tuesday,Morning,98.36,1,Neutral,
Wellness Wave,Episode 72,5.45,Health,69.65,Thursday,Afternoon,82.47,1,Positive,0.793268792
Mind & Body,Episode 69,93.12,Health,85.11,Friday,Evening,22.01,2,Neutral,57.51637516
Life Lessons,Episode 56,98.43,Lifestyle,31.43,Sunday,Morning,13.3,2,Positive,75.30331403
Sports Weekly,Episode 47,59.12,Sports,81.01,Monday,Night,26.78,3,Negative,
Detective Diaries,Episode 13,59.32,True Crime,35.1,Sunday,Afternoon,34.2,0,Neutral,39.31086768
Finance Focus,Episode 55,23.91,Business,42.06,Monday,Night,57.61,3,Positive,23.83970418
Market Masters,Episode 86,,Business,23.11,Monday,Evening,53.63,1,Neutral,
Athlete's Arena,Episode 66,66.35,Sports,84.41,Wednesday,Night,5.53,3,Positive,45.73220719
Finance Focus,Episode 16,100.45,Business,96.04,Sunday,Morning,,2,Neutral,80.02106903
Daily Digest,Episode 39,101.6,News,27.84,Thursday,Afternoon,50.23,0,Negative,71.41773677
Health Hour,Episode 69,77.74,Health,67.89,Friday,Morning,9.78,0,Neutral,77.475396
Joke Junction,Episode 32,100.97,Comedy,42.27,Friday,Morning,5.39,2,Positive,63.72142618
Digital Digest,Episode 37,65.27,Technology,60.3,Tuesday,Afternoon,35.28,0,Neutral,53.5640057
Crime Chronicles,Episode 86,99.5,True Crime,87.13,Wednesday,Afternoon,21.23,3,Negative,90.65832408
Study Sessions,Episode 21,71.78,Education,66.66,Thursday,Night,6.07,3,Positive,39.53480975
Healthy Living,Episode 43,63.38,Health,31.2,Saturday,Night,34.48,0,Positive,63.38
Business Briefs,Episode 82,48.49,Business,60.26,Thursday,Evening,7.66,0,Neutral,
Innovators,Episode 41,68.67,Technology,49.53,Monday,Afternoon,39.88,2,Neutral,50.1633203
Learning Lab,Episode 11,73.2,Education,34.39,Sunday,Afternoon,18.76,1,Positive,50.26817421
Tech Trends,Episode 1,74.18,Technology,62.94,Thursday,Afternoon,47.31,2,Negative,
Business Briefs,Episode 41,52.74,Business,47.35,Tuesday,Night,26.68,0,Negative,43.74349642
Laugh Line,Episode 18,119.69,Comedy,51.79,Wednesday,Evening,16.57,1,Neutral,103.5585859
Tech Trends,Episode 83,42.96,Technology,65.23,Saturday,Night,80.53,2,Neutral,36.77854755
Lifestyle Lounge,Episode 19,117.45,Lifestyle,95.18,Saturday,Evening,59.91,2,Neutral,117.45
World Watch,Episode 80,85.63,News,61.7,Tuesday,Morning,,2,Negative,53.83338675
Funny Folks,Episode 41,91.41,Comedy,76.93,Monday,Evening,,0,Neutral,63.95015654
Game Day,Episode 42,114.19,Sports,24.91,Monday,Morning,,1,Positive,86.40564021
Current Affairs,Episode 35,63.4,News,98.09,Wednesday,Morning,97.12,1,Neutral,35.60512677
Business Insights,Episode 62,30.18,Business,59.52,Sunday,Evening,69.99,2,Positive,
Business Insights,Episode 52,53.56,Business,32.44,Friday,Evening,99.21,0,Negative,37.13681891
Healthy Living,Episode 73,39.28,Health,44.11,Tuesday,Night,,0,Negative,39.28
Home & Living,Episode 64,102.25,Lifestyle,92.43,Thursday,Afternoon,84.76,1,Neutral,95.38607113
Criminal Minds,Episode 97,54.58,True Crime,98.24,Thursday,Afternoon,68.84,0,Neutral,33.4638204
Digital Digest,Episode 67,69.45,Technology,92.56,Saturday,Evening,88.32,2,Positive,67.90771431
Melody Mix,Episode 81,22.1,Music,97.08,Tuesday,Morning,65.13,0,Neutral,19.31329306
World Watch,Episode 35,11.92,News,35.5,Thursday,Afternoon,63.79,0,Neutral,7.251677634
Style Guide,Episode 65,65.09,Lifestyle,26.45,Saturday,Night,45.82,1,Positive,30.5397002
Funny Folks,Episode 83,11.77,Comedy,71.02,Wednesday,Afternoon,56.27,3,Negative,10.14232543
Life Lessons,Episode 7,102.44,Lifestyle,85.81,Wednesday,Afternoon,38.4,3,Negative,84.30205323
Learning Lab,Episode 71,79.02,Education,66.22,Saturday,Evening,88.15,3,Positive,61.11450336
Digital Digest,Episode 24,47.11,Technology,36.22,Wednesday,Afternoon,52.55,1,Positive,
Tech Talks,Episode 9,20.27,Technology,27.32,Saturday,Morning,82.59,0,Neutral,15.59706063
Sport Spot,Episode 93,39.43,Sports,90.48,Wednesday,Afternoon,36.69,0,Neutral,39.43
Laugh Line,Episode 84,91.59,Comedy,83.38,Saturday,Evening,68.96,0,Neutral,91.59
Sound Waves,Episode 83,105.12,Music,86.82,Monday,Night,38.71,1,Neutral,57.19370691
Joke Junction,Episode 22,112.82,Comedy,62.08,Thursday,Afternoon,19.9,2,Neutral,
Funny Folks,Episode 19,104.99,Comedy,81.58,Tuesday,Evening,94.1,2,Positive,79.99890463
World Watch,Episode 78,11.28,News,83.46,Wednesday,Night,85.79,3,Negative,8.768493217
Current Affairs,Episode 68,95.55,News,80.44,Thursday,Afternoon,50.79,2,Negative,63.83365004
Criminal Minds,Episode 89,88.86,True Crime,99.14,Monday,Afternoon,52.66,0,Neutral,68.72868833
Health Hour,Episode 78,98.87,Health,93.81,Monday,Morning,17.07,0,Negative,75.07995572
True Crime Stories,Episode 11,58.29,True Crime,60.22,Friday,Night,18.96,2,Neutral,47.94447829
Business Briefs,Episode 76,30.8,Business,31.18,Sunday,Afternoon,15.47,3,Positive,25.81716745
Sport Spot,Episode 62,,Sports,98.71,Friday,Night,67.25,2,Negative,50.61378888
Tech Talks,Episode 14,112.96,Technology,21.58,Monday,Afternoon,80.53,2,Negative,77.38821565
Wellness Wave,Episode 24,76.88,Health,44.85,Sunday,Afternoon,29.7,2,Negative,47.59923336
Digital Digest,Episode 28,88.87,Technology,74.8,Wednesday,Morning,,1,Negative,64.60103715
Tune Time,Episode 28,102.57,Music,94.82,Friday,Night,11.62,3,Neutral,87.26208334
Life Lessons,Episode 49,40.94,Lifestyle,45.35,Wednesday,Afternoon,72.4,0,Neutral,
Game Day,Episode 40,79.2,Sports,84.59,Sunday,Night,39.02,1,Neutral,
Life Lessons,Episode 73,96.82,Lifestyle,48.24,Saturday,Evening,97.38,2,Negative,58.55685411
Music Matters,Episode 84,84.12,Music,93.57,Saturday,Evening,,2,Negative,56.8746192
Laugh Line,Episode 87,74.78,Comedy,41.73,Friday,Night,57.85,1,Negative,
Athlete's Arena,Episode 48,42.69,Sports,43.01,Friday,Afternoon,28.06,3,Negative,32.03106868
Funny Folks,Episode 82,52.81,Comedy,85.19,Thursday,Afternoon,60.2,3,Positive,27.51985734
Wellness Wave,Episode 86,117.36,Health,92.73,Thursday,Afternoon,64.85,3,Neutral,
Brain Boost,Episode 92,63.73,Education,71.47,Saturday,Afternoon,30.42,1,Neutral,42.73990609
Tech Talks,Episode 28,55.13,Technology,35.41,Sunday,Evening,81.43,2,Neutral,45.40671703
Health Hour,Episode 55,61.52,Health,22.61,Monday,Morning,27.26,2,Neutral,54.18155528
Lifestyle Lounge,Episode 13,72.54,Lifestyle,93.35,Monday,Evening,,1,Neutral,
Business Briefs,Episode 87,57.31,Business,72.44,Monday,Night,42.62,0,Negative,29.1268928
Study Sessions,Episode 59,101.16,Education,76.08,Monday,Afternoon,,2,Positive,86.02902875
Tech Trends,Episode 65,47.51,Technology,78.87,Sunday,Evening,,1,Neutral,43.36438997
Tune Time,Episode 59,52.63,Music,66.31,Thursday,Evening,41.78,3,Neutral,41.77523336
Comedy Corner,Episode 25,72.3,Comedy,57.95,Friday,Afternoon,65.86,3,Positive,37.02918345
Digital Digest,Episode 29,,Technology,60.23,Saturday,Afternoon,46.66,2,Positive,8.88
Finance Focus,Episode 11,27.93,Business,70.51,Tuesday,Morning,76.83,3,Positive,15.64227622
Sound Waves,Episode 81,96.38,Music,87.67,Wednesday,Evening,7.79,0,Negative,96.20164068
Mind & Body,Episode 61,48.44,Health,69.2,Sunday,Evening,68.8,3,Positive,42.04296625
Melody Mix,Episode 71,100.42,Music,67.51,Tuesday,Afternoon,,2,Neutral,45.93757991
Digital Digest,Episode 27,24.89,Technology,73.28,Tuesday,Evening,79.84,0,Negative,9.635677727
Brain Boost,Episode 8,7.13,Education,85.81,Tuesday,Afternoon,16.51,3,Neutral,0.283376548
Humor Hub,Episode 87,90.11,Comedy,81.19,Saturday,Night,86.21,2,Negative,60.02717681
Business Briefs,Episode 13,67.95,Business,71.2,Monday,Afternoon,,0,Negative,
Study Sessions,Episode 14,22.22,Education,28.44,Monday,Afternoon,,0,Positive,22.22
Detective Diaries,Episode 25,85.51,True Crime,70.27,Thursday,Morning,15.24,0,Positive,66.40057906
Tech Trends,Episode 65,98.79,Technology,49.08,Saturday,Afternoon,54.69,0,Positive,
Home & Living,Episode 32,90.33,Lifestyle,45.13,Friday,Morning,83.12,1,Negative,69.25836903
Tune Time,Episode 17,90.78,Music,98.55,Saturday,Night,25.16,0,Positive,46.22645728
Sound Waves,Episode 84,98.08,Music,36.52,Monday,Night,39.02,0,Negative,66.58170618
Business Briefs,Episode 32,99.74,Business,87.89,Monday,Morning,64.37,1,Negative,75.8295781
Mystery Matters,Episode 14,59.36,True Crime,46.47,Monday,Night,,0,Negative,49.85182373
Tech Trends,Episode 91,93.07,Technology,74,Sunday,Evening,42.7,1,Positive,83.11207659
Sports Weekly,Episode 28,71.96,Sports,32.04,Tuesday,Night,,0,Neutral,36.39724243
Global News,Episode 53,51.26,News,26.09,Monday,Night,0.65,2,Negative,51.26
Music Matters,Episode 54,64.63,Music,94.34,Tuesday,Night,23.11,0,Positive,46.39543036
Laugh Line,Episode 52,103.51,Comedy,39.78,Tuesday,Afternoon,32.31,1,Negative,46.1745099
Wellness Wave,Episode 86,,Health,69.72,Thursday,Morning,44.34,0,Neutral,4.327163111
Home & Living,Episode 83,86.76,Lifestyle,51.4,Wednesday,Afternoon,49.84,0,Neutral,63.23067643
Learning Lab,Episode 97,,Education,34.06,Monday,Night,21.57,0,Neutral,40.76093873
News Roundup,Episode 97,102.7,News,52.39,Monday,Morning,65.85,3,Negative,45.30658909
Educational Nuggets,Episode 35,6.24,Education,31.57,Sunday,Night,9.13,0,Neutral,0
Finance Focus,Episode 1,42.45,Business,61.94,Sunday,Evening,60.84,2,Negative,42.45
Melody Mix,Episode 92,75.81,Music,82.33,Friday,Afternoon,46.94,0,Negative,74.4841533
Brain Boost,Episode 34,50.78,Education,94.92,Saturday,Morning,56.31,2,Neutral,33.35077751
Brain Boost,Episode 24,,Education,48.24,Saturday,Night,44.28,1,Negative,32.9287393
Sports Weekly,Episode 73,76.65,Sports,84.12,Tuesday,Morning,75.78,3,Negative,63.40825724
Laugh Line,Episode 98,111.97,Comedy,79.65,Saturday,Morning,18.42,3,Negative,
Healthy Living,Episode 20,76.75,Health,92.82,Sunday,Evening,74.95,3,Negative,59.14141875
Mystery Matters,Episode 66,104.46,True Crime,24.59,Wednesday,Afternoon,21.41,3,Neutral,55.20230321
Laugh Line,Episode 60,19.08,Comedy,47.45,Monday,Night,34.6,0,Neutral,6.623161819
Study Sessions,Episode 84,98.34,Education,84.2,Sunday,Evening,32.84,2,Neutral,43.37952958
Wellness Wave,Episode 61,112.53,Health,24.79,Thursday,Evening,68.19,1,Negative,82.32440638
Brain Boost,Episode 48,103.19,Education,28.64,Wednesday,Afternoon,56.34,2,Positive,80.85436023
Game Day,Episode 31,7.98,Sports,41.6,Thursday,Afternoon,88.97,2,Negative,3.566382544
Finance Focus,Episode 21,62.24,Business,77.86,Saturday,Morning,30.48,0,Negative,
Tech Trends,Episode 13,,Technology,51.55,Sunday,Evening,12.09,0,Neutral,69.13177516
Melody Mix,Episode 67,106.4,Music,35.17,Thursday,Afternoon,37.99,0,Positive,100.6442627
Tech Trends,Episode 37,,Technology,27.62,Monday,Night,,3,Positive,91.17848447
Comedy Corner,Episode 88,91.44,Comedy,44.22,Wednesday,Morning,66.29,3,Negative,67.79379356
True Crime Stories,Episode 3,11.73,True Crime,25.07,Tuesday,Afternoon,79.3,0,Negative,11.73
World Watch,Episode 72,,News,47.61,Wednesday,Morning,81.08,1,Negative,3.550902376
Market Masters,Episode 23,33.35,Business,63.23,Monday,Morning,90.81,1,Positive,32.13350944
Tech Trends,Episode 23,104.62,Technology,90.17,Tuesday,Afternoon,,3,Neutral,79.19047636
Music Matters,Episode 6,44.21,Music,37.22,Thursday,Morning,36.08,0,Neutral,31.60035025
Current Affairs,Episode 65,77.98,News,23.01,Monday,Night,10.85,2,Positive,65.18115202
Daily Digest,Episode 11,98.93,News,88.38,Monday,Morning,97.89,0,Negative,96.97281008
Detective Diaries,Episode 55,15.28,True Crime,21.72,Wednesday,Night,27.91,2,Positive,13.64893699
Funny Folks,Episode 5,110.01,Comedy,55.81,Wednesday,Night,72.79,3,Neutral,68.85037618
Innovators,Episode 99,,Technology,67.35,Saturday,Afternoon,30.87,1,Positive,32.13980603
Market Masters,Episode 45,,Business,60.55,Monday,Morning,1.96,1,Neutral,96.20683671
Home & Living,Episode 54,12.38,Lifestyle,77.05,Thursday,Evening,66.95,1,Neutral,4.476192548
Melody Mix,Episode 83,29.93,Music,92.68,Sunday,Afternoon,,0,Neutral,18.51938703
Daily Digest,Episode 37,62.08,News,95.56,Tuesday,Morning,,1,Negative,33.56947821
Laugh Line,Episode 64,26.21,Comedy,60.2,Thursday,Evening,66.64,0,Positive,26.21
Athlete's Arena,Episode 53,91.9,Sports,21.34,Thursday,Night,65.22,0,Neutral,
Wellness Wave,Episode 90,76.72,Health,21.44,Friday,Evening,,2,Negative,56.63484841
Healthy Living,Episode 51,38.55,Health,83.94,Tuesday,Afternoon,28.18,2,Negative,35.87370259
Home & Living,Episode 57,54.77,Lifestyle,69.87,Wednesday,Night,,2,Negative,41.40851633
Sport Spot,Episode 59,76.71,Sports,45.03,Tuesday,Morning,0.69,2,Neutral,59.12071129
Lifestyle Lounge,Episode 13,58.97,Lifestyle,22.67,Monday,Night,70.9,0,Positive,38.22065458
Athlete's Arena,Episode 88,89.04,Sports,31.8,Thursday,Evening,89.8,3,Positive,62.51600555
Crime Chronicles,Episode 75,51.37,True Crime,92.15,Thursday,Night,75.54,2,Positive,44.85300869
Mystery Matters,Episode 53,23.55,True Crime,31.42,Thursday,Morning,94.23,0,Negative,13.71298587
Sound Waves,Episode 76,45.37,Music,86.12,Wednesday,Evening,71.56,1,Neutral,38.26475173
Innovators,Episode 20,11.96,Technology,97.4,Saturday,Night,18.1,3,Negative,0
Market Masters,Episode 99,84.14,Business,32.44,Sunday,Night,32.13,3,Positive,48.1455072
Market Masters,Episode 17,21.19,Business,34.87,Thursday,Night,53.38,1,Neutral,7.60376782
Humor Hub,Episode 34,95.45,Comedy,88.1,Thursday,Night,,0,Negative,70.81696954
Study Sessions,Episode 91,103.87,Education,80.64,Wednesday,Morning,4.93,3,Positive,68.86583264
Wellness Wave,Episode 96,28.98,Health,91.97,Saturday,Morning,47.77,2,Neutral,16.52436985
Finance Focus,Episode 73,9.03,Business,48.9,Saturday,Afternoon,77.45,2,Positive,
Laugh Line,Episode 3,7.43,Comedy,22.08,Monday,Evening,54.7,0,Neutral,4.15652567
Innovators,Episode 10,11.58,Technology,63.7,Tuesday,Morning,22.57,3,Neutral,4.21252638
Learning Lab,Episode 5,70.3,Education,94.43,Saturday,Afternoon,96.78,3,Positive,48.72223468
Mystery Matters,Episode 7,66.93,True Crime,36,Wednesday,Afternoon,23.65,0,Negative,
Innovators,Episode 82,,Technology,92.49,Friday,Morning,2.81,1,Negative,23.86389277
Laugh Line,Episode 48,98.27,Comedy,61.9,Saturday,Morning,65.62,2,Positive,66.31065848
Business Briefs,Episode 32,52,Business,67.87,Friday,Night,14.59,1,Positive,49.35354694
Healthy Living,Episode 21,106.26,Health,20.28,Thursday,Evening,30.32,0,Negative,66.68806496
Daily Digest,Episode 46,106.05,News,83.16,Thursday,Evening,36.69,2,Negative,86.61327252
Fashion Forward,Episode 6,40.26,Lifestyle,29.85,Thursday,Morning,31.09,0,Negative,32.56277183
Innovators,Episode 96,27.39,Technology,23.94,Saturday,Afternoon,67.5,3,Negative,17.80981136
Innovators,Episode 46,83.95,Technology,25.46,Tuesday,Morning,42.05,2,Negative,73.24330144
Business Insights,Episode 24,89.92,Business,96.02,Wednesday,Night,58.39,2,Negative,64.51671642
Life Lessons,Episode 20,89.3,Lifestyle,51.1,Tuesday,Evening,91.54,0,Neutral,75.20193563
Mind & Body,Episode 65,60.66,Health,36.47,Monday,Evening,63.32,2,Neutral,54.13019256
Criminal Minds,Episode 22,50.59,True Crime,72.91,Thursday,Morning,81.39,3,Neutral,22.85568127
Home & Living,Episode 70,10.57,Lifestyle,43.56,Tuesday,Morning,36.73,0,Negative,10.57
Healthy Living,Episode 81,83.98,Health,35.91,Saturday,Evening,42.5,1,Positive,52.5813066
Criminal Minds,Episode 10,79.44,True Crime,40.42,Thursday,Evening,54.25,2,Neutral,47.42674498
Joke Junction,Episode 42,93.88,Comedy,95.29,Friday,Evening,43.7,3,Neutral,39.41668841
Tech Talks,Episode 46,35.32,Technology,80.29,Sunday,Evening,47.72,2,Negative,29.51059565
Money Matters,Episode 70,30.71,Business,82.9,Saturday,Evening,48.1,0,Neutral,18.09181281
Comedy Corner,Episode 77,72.78,Comedy,40.69,Saturday,Afternoon,59.8,0,Negative,
Educational Nuggets,Episode 42,,Education,72.93,Monday,Afternoon,65.83,1,Negative,44.74553823
Life Lessons,Episode 70,60.16,Lifestyle,73.89,Friday,Evening,9.64,3,Neutral,47.08880817
Wellness Wave,Episode 55,116.96,Health,46.35,Thursday,Evening,,0,Neutral,62.15621999
